prompt,status,response,sentiment
What are the items I cannot carry in my baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,GENERIC,Please check our baggage policy online or contact our team for details.,positive
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you confirm the weight limit for carry-on baggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Has baggage handling for flight <MASKED_FLIGHT_NUM> been completed?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can I carry food items in my baggage?,ON_TIME,Your baggage is on time and will be available shortly.,positive
What is the status of the fragile item in my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What are the restrictions for carrying liquids and gels in cabin bags?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Has my baggage been sent to the wrong destination?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I purchase additional baggage allowance online?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can you tell me if my baggage is still at the airport?,ON_TIME,Your baggage is on time and will be available shortly.,negative
I need help finding my missing baggage.,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What is the maximum number of bags allowed for international flights?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
How can I request an update on delayed baggage for flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Are there any restrictions for carrying power banks in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
Is my baggage delayed due to flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
What is the fee for extra baggage on international routes?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Can I carry food items in my baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Is there a fee for oversized baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can I carry food items in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Did my baggage get misplaced during transit from flight <MASKED_FLIGHT_NUM>?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the process for reporting damaged baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can you tell me about your airline's baggage policy?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Has baggage handling for flight <MASKED_FLIGHT_NUM> been completed?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Can you tell me if my baggage is still at the airport?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Was my baggage mishandled after flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the process for recovering lost baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
I need an update on my baggage from flight <MASKED_FLIGHT_NUM>.,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I carry sports equipment as checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Is there any fee for overweight baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
What is the maximum number of bags allowed for international flights?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What are the items I cannot carry in my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you check the status of my luggage?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What are the next steps for lost baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the procedure for carrying medicines in checked-in baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Can I update the delivery address for delayed baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
Can I carry sharp objects like scissors or knives in my checked luggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Are musical instruments allowed as cabin baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
How do I track my delayed baggage from flight <MASKED_FLIGHT_NUM>?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can I purchase additional baggage allowance online?,GENERIC,Please check our baggage policy online or contact our team for details.,positive
What is the status of the fragile item in my baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
Has my baggage been dispatched for delivery?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Can you tell me the current location of my baggage from flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,positive
Is there any fee for overweight baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Is there a delay in baggage unloading for flight <MASKED_FLIGHT_NUM>?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
I haven’t received my baggage from flight <MASKED_FLIGHT_NUM>. What should I do?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What happens if my baggage is delayed?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,positive
What is the process for claiming delayed baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,negative
What is the maximum number of bags allowed for international flights?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
What is the procedure for carrying medicines in checked-in baggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,negative
Can I carry sports equipment as checked-in baggage?,DELAYED,We regret the delay. Your baggage will be delivered soon.,neutral
What are the items I cannot carry in my baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,negative
Can I carry sharp objects like scissors or knives in my checked luggage?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Are there any restrictions for carrying power banks in checked-in baggage?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
When can I expect my baggage to be delivered?,GENERIC,Please check our baggage policy online or contact our team for details.,neutral
Was my baggage rechecked for my connecting flight?,ON_TIME,Your baggage is on time and will be available shortly.,negative
Can I carry duty-free items as part of my hand luggage?,NO_STATUS,We currently have no updates for your baggage. Please contact support.,neutral
Are musical instruments allowed as cabin baggage?,ON_TIME,Your baggage is on time and will be available shortly.,neutral
